km,vechime_ani,zile_de_la_ultima_revizie,coolant_temp,oil_temp,oil_pressure,maf,map_kpa,battery_v,vibratii_relanti
125723.14580117252,0.8098772796584224,46.18255161388328,97.0,93.2083164580452,1.982273424017609,10.53495606636497,44.81887380001493,11.949863286819625,1.343610579172026
134521.9719019276,1.1405233513218154,142.36711335620603,88.17143328385627,93.00860686677416,2.8149685881401814,8.587527241145192,55.38894305882458,12.47160810571816,0.6815607342534434
162095.63899149917,11.814210926291516,222.12543127872976,92.09477162863116,82.52756978863532,2.7660148867294696,8.536785214322872,64.00083001038661,12.829071663432382,1.985064521008749
147471.4885137183,8.986368497871437,201.5926986461629,81.04220923583993,87.1725090046731,2.361078922772543,7.263860237970367,66.20866022201734,12.558401567972382,1.893582481012628
193365.6654320692,6.338564333230855,33.438167827102944,97.0,97.44955729503678,2.1471371089570326,7.828968041981048,55.09253756149872,12.154692669392,1.3706561846265166
73584.97271136024,10.253359165349014,12.071568517777251,83.93986297624589,84.69758752072157,1.8075526467228853,7.805537449177688,67.74243202490814,12.69519642897652,0.982606395592358
214948.9434542457,9.753813748765785,201.7702041313238,90.90152293263,97.8224187081675,2.452390437920762,8.923641991608978,43.01601394124736,11.8,0.6273699763680535
43917.11789408707,5.621438172696101,155.3085091376559,92.46600153249804,101.20183349480573,2.514593883319139,6.590976471923527,51.42469891445465,12.021286135421027,0.8373369996220388
269011.50672654656,8.111536465608836,370.0055684502184,89.45067141883425,122.81564613391352,0.7513448487444186,7.754680681364663,39.172390152131946,12.59329771747041,0.9913671722575848
210217.18412742944,1.39706159340209,110.44148758169284,82.20327922324677,106.4708160892244,2.4235987792984783,6.933270566457661,56.974448585863136,12.63352156350664,1.615409883574418
20547.56843268674,4.7894556873719445,126.0699784402623,87.67937801444162,94.1458123155196,3.03837084506449,4.852672127040426,54.95021770538503,12.518819681337368,1.489485356773902
152777.44487187435,0.876878781627429,198.18473517781425,96.89373879617077,93.40330463068928,2.258366595616888,7.114593645617094,48.72362183360783,12.299163278847466,1.385346052890243
